Optimal K,Best Experiment,Best Silhouette Score,Matching Percentage,Selection Rule
2,Agglomerative_k2_average,0.1637006302697377,56.25,"Highest silhouette score, checked with Davies-Bouldin and Calinski-Harabasz"
